Date,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,TSLA,TSLA,TSLA,TSLA,TSLA,INFY,INFY,INFY,INFY,INFY,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2023-07-10,186.7403106689453,188.10663557063202,185.18586681905202,187.38386117936162,59922200.0,AAPL,,,,,,,,,,,,,,,
2023-07-11,186.21556091308594,187.4234682366511,184.75023641356677,187.28485666382537,46638100.0,AAPL,,,,,,,,,,,,,,,
2023-07-12,187.88882446289062,189.79968522544766,186.60170827121757,187.79970514631046,60750200.0,AAPL,,,,,,,,,,,,,,,
2023-07-13,188.6511688232422,189.29473443261006,187.89870814797314,188.61157199087162,41342300.0,AAPL,,,,,,,,,,,,,,,
2023-07-14,188.79969787597656,189.28483085110778,187.75020804300397,188.34425119556795,41573900.0,AAPL,,,,,,,,,,,,,,,
2023-07-17,192.0669403076172,192.3936707586291,189.90854326662117,189.9976474512084,50520200.0,AAPL,,,,,,,,,,,,,,,
2023-07-18,191.80953979492188,192.40359800546008,190.51252831302557,191.433317028607,48353800.0,AAPL,,,,,,,,,,,,,,,
2023-07-19,193.16595458984375,196.26491622319193,190.74022966968735,191.1857808476927,80507300.0,AAPL,,,,,,,,,,,,,,,
2023-07-20,191.2154998779297,194.52238670645607,190.5917402572243,193.1560618639693,59581200.0,AAPL,,,,,,,,,,,,,,,
2023-07-21,190.0373077392578,193.03727024392953,189.33433929774543,192.17589935868594,71917800.0,AAPL,,,,,,,,,,,,,,,
2023-07-24,190.83924865722656,192.9778399722658,190.34420521064493,191.49270963252084,45377800.0,AAPL,,,,,,,,,,,,,,,
2023-07-25,191.7006378173828,192.51251639930572,191.00757994716116,191.4135192381226,37283200.0,AAPL,,,,,,,,,,,,,,,
2023-07-26,192.57191467285156,193.70061320853526,191.40361930588426,191.75014067908202,47471900.0,AAPL,,,,,,,,,,,,,,,
2023-07-27,191.30459594726562,195.24513765991685,190.64123952357383,194.07684234558644,47460200.0,AAPL,,,,,,,,,,,,,,,
2023-07-28,193.8887481689453,194.6808208278144,192.21549864281087,192.74024356896163,48291400.0,AAPL,,,,,,,,,,,,,,,
2023-07-31,194.50257873535156,194.54219067365466,193.32437284504627,194.11644542830032,38824100.0,AAPL,,,,,,,,,,,,,,,
2023-08-01,193.6708984375,194.7797909272219,193.34416794873687,194.29465801673214,35175100.0,AAPL,,,,,,,,,,,,,,,
2023-08-02,190.6709442138672,193.24516118654293,189.94818497968632,193.1065496196106,50389300.0,AAPL,,,,,,,,,,,,,,,
2023-08-03,189.27493286132812,190.46303425792703,188.79969532419432,189.67097673188036,61235200.0,AAPL,,,,,,,,,,,,,,,
2023-08-04,180.18592834472656,185.5224963676216,180.11661500704574,183.6809340478131,115799700.0,AAPL,,,,,,,,,,,,,,,
2023-08-07,177.07705688476562,181.31462781819698,175.5919264611557,180.32454086912372,97576100.0,AAPL,,,,,,,,,,,,,,,
2023-08-08,178.0176239013672,178.48296594319257,175.81962982094473,177.9087137403543,67823000.0,AAPL,,,,,,,,,,,,,,,
2023-08-09,176.42361450195312,179.13644336005612,175.25530392276485,179.07704055404358,60378500.0,AAPL,,,,,,,,,,,,,,,
2023-08-10,176.2057647705078,178.95820511217872,175.83943745613908,177.7007905335651,54686900.0,AAPL,,,,,,,,,,,,,,,
2023-08-11,176.26527404785156,177.08815781935616,175.03591791571532,175.7993186650753,51988100.0,AAPL,,,,,,,,,,,,,,,
2023-08-14,177.92095947265625,178.14898275911253,175.78938877461678,176.44373225185288,43675600.0,AAPL,,,,,,,,,,,,,,,
2023-08-15,175.9281768798828,177.94076628789648,175.53161335110406,177.34592099472832,43622600.0,AAPL,,,,,,,,,,,,,,,
2023-08-16,175.05572509765625,177.0088162608788,174.9863181633248,175.61092006059548,46964900.0,AAPL,,,,,,,,,,,,,,,
2023-08-17,172.5077667236328,175.9876593304517,171.9922220355352,175.62083731111454,66062900.0,AAPL,,,,,,,,,,,,,,,
2023-08-18,172.9935760498047,173.59834528388794,170.48527458580276,170.82235510894964,61114200.0,AAPL,,,,,,,,,,,,,,,
2023-08-21,174.33197021484375,174.61949160968172,172.24998915809468,173.5685847246663,46311900.0,AAPL,,,,,,,,,,,,,,,
2023-08-22,175.71006774902344,176.15620551446153,174.73847648439144,175.5415274877659,42084200.0,AAPL,,,,,,,,,,,,,,,
2023-08-23,179.56671142578125,179.99303161559698,176.80064510070915,176.9890180826326,52722800.0,AAPL,,,,,,,,,,,,,,,
2023-08-24,174.86737060546875,179.54689311295104,174.50053343712446,179.12057292485625,54945800.0,AAPL,,,,,,,,,,,,,,,
2023-08-25,177.0782470703125,177.6136093916348,174.31218067560857,175.85879974601767,51449600.0,AAPL,,,,,,,,,,,,,,,
2023-08-28,178.6446990966797,179.04126265908485,177.0187642861302,178.5455506421133,43820700.0,AAPL,,,,,,,,,,,,,,,
2023-08-29,182.5409698486328,183.31427930675537,177.9605961154563,178.1588778766287,53003900.0,AAPL,,,,,,,,,,,,,,,
2023-08-30,186.04071044921875,186.23900735465395,183.1556780614674,183.35395983897268,60813900.0,AAPL,,,,,,,,,,,,,,,
2023-08-31,186.25880432128906,187.49808420340318,185.87214960318659,186.22906281435257,60794500.0,AAPL,,,,,,,,,,,,,,,
2023-09-01,187.83518981933594,188.2912363685708,186.66530168187228,187.86493132785435,45732600.0,AAPL,,,,,,,,,,,,,,,
2023-09-05,188.0731201171875,188.350717612699,186.00104769428793,186.66529992482816,45280000.0,AAPL,,,,,,,,,,,,,,,
2023-09-06,181.34136962890625,187.23043067946264,179.91371663144653,186.7842777718091,81755800.0,AAPL,,,,,,,,,,,,,,,
2023-09-07,176.0372314453125,176.68166607969957,172.0517029915355,173.6776376395152,112488800.0,AAPL,,,,,,,,,,,,,,,
2023-09-08,176.65191650390625,178.69426259870855,176.26526175899272,176.82047189213844,65551300.0,AAPL,,,,,,,,,,,,,,,
2023-09-11,177.82180786132812,178.7537488345446,175.81912716109244,178.52572555213936,58953100.0,AAPL,,,,,,,,,,,,,,,
2023-09-12,174.78807067871094,178.58522677149583,173.32076725641124,177.95071595688535,90370200.0,AAPL,,,,,,,,,,,,,,,
2023-09-13,172.7159881591797,175.77948480311008,172.48794973853728,174.99625134216151,84267900.0,AAPL,,,,,,,,,,,,,,,
2023-09-14,174.23284912109375,174.58976234555206,172.09136977434392,172.50776601489048,60895800.0,AAPL,,,,,,,,,,,,,,,
2023-09-15,173.5091094970703,174.98633670911127,172.32932763975032,174.9665039932106,109205100.0,AAPL,,,,,,,,,,,,,,,
2023-09-18,176.4437255859375,177.84163701778533,174.65915940995401,174.9664984209427,67257600.0,AAPL,,,,,,,,,,,,,,,
2023-09-19,177.5343017578125,178.08949677364237,175.61093679016653,175.99759154247158,51826900.0,AAPL,,,,,,,,,,,,,,,
2023-09-20,173.9849853515625,178.158871491594,173.8957457034938,177.72264255589144,58436200.0,AAPL,,,,,,,,,,,,,,,
2023-09-21,172.4383544921875,174.78803946069445,172.36896268457267,173.05304760725463,63047900.0,AAPL,,,,,,,,,,,,,,,
2023-09-22,173.2909698486328,175.56133895987557,172.5573258740407,173.17200382635897,56725400.0,AAPL,,,,,,,,,,,,,,,
2023-09-25,174.5699462890625,175.45231307707115,172.65649003070402,172.70606425815106,46172700.0,AAPL,,,,,,,,,,,,,,,
2023-09-26,170.48529052734375,173.6974948472255,170.18786027937264,173.3207639858642,64588900.0,AAPL,,,,,,,,,,,,,,,
2023-09-27,168.9683837890625,171.5560010147378,167.6002289663342,171.13960475321795,66921800.0,AAPL,,,,,,,,,,,,,,,
2023-09-28,169.2261505126953,170.5546549284134,166.18247183150447,167.88772217595067,56294400.0,AAPL,,,,,,,,,,,,,,,
2023-09-29,169.74168395996094,171.5857329254824,168.8791349237489,170.54473485773315,51814200.0,AAPL,,,,,,,,,,,,,,,
2023-10-02,172.25991821289062,172.8052044328195,169.46409530048962,169.75161672914737,52164500.0,AAPL,,,,,,,,,,,,,,,
2023-10-03,170.92149353027344,172.14095595651972,169.3550569046923,170.78269477378157,49594600.0,AAPL,,,,,,,,,,,,,,,
2023-10-04,172.17066955566406,172.7159556991738,169.50373697662062,169.6227029977764,53020300.0,AAPL,,,,,,,,,,,,,,,
2023-10-05,173.4099884033203,173.94535074695764,171.19910182632682,172.299583153516,48527900.0,AAPL,,,,,,,,,,,,,,,
2023-10-06,175.9678497314453,176.46356172729125,171.69479961979252,172.30949278163357,57224100.0,AAPL,,,,,,,,,,,,,,,
2023-10-09,177.45497131347656,177.51445432768062,174.2923266162491,175.29365932051672,42390800.0,AAPL,,,,,,,,,,,,,,,
2023-10-10,176.86012268066406,178.17871838563994,176.42389371024447,176.57261638357625,43698000.0,AAPL,,,,,,,,,,,,,,,
2023-10-11,178.25804138183594,178.30761560829964,176.07691156880261,176.6717569025772,47551100.0,AAPL,,,,,,,,,,,,,,,
2023-10-12,179.16021728515625,180.7762279340573,177.50452608120557,178.52570660256114,56743100.0,AAPL,,,,,,,,,,,,,,,
2023-10-13,177.31619262695312,180.36976530628638,176.61227491408687,179.86414450043375,51427100.0,AAPL,,,,,,,,,,,,,,,
2023-10-16,177.18728637695312,177.5441995976702,174.99623283045386,175.23418002024147,52517000.0,AAPL,,,,,,,,,,,,,,,
2023-10-17,175.63075256347656,176.88986525789463,173.3009152798367,175.1350405719026,57549400.0,AAPL,,,,,,,,,,,,,,,
2023-10-18,174.33197021484375,176.0570532000882,173.608235023302,174.07420545389226,54764400.0,AAPL,,,,,,,,,,,,,,,
2023-10-19,173.95526123046875,176.31484005715805,173.68757251536525,174.53027383635083,59302900.0,AAPL,,,,,,,,,,,,,,,
2023-10-20,171.39736938476562,173.9155794449356,171.15942220172326,173.80652221036553,64189300.0,AAPL,,,,,,,,,,,,,,,
2023-10-23,171.516357421875,172.51769024747387,168.47267838425373,169.44428482707696,55980100.0,AAPL,,,,,,,,,,,,,,,
2023-10-24,171.9525909423828,172.18061423977284,169.97965162202772,171.56593616509952,43816600.0,AAPL,,,,,,,,,,,,,,,
2023-10-25,169.63265991210938,171.57584256593557,169.18650699014253,170.4059694558874,57157000.0,AAPL,,,,,,,,,,,,,,,
2023-10-26,165.45875549316406,169.91025482669738,164.24921696829185,168.90890687614655,70625300.0,AAPL,,,,,,,,,,,,,,,
2023-10-27,166.77734375,167.5110029440003,165.39926501775972,165.47858075180807,58499100.0,AAPL,,,,,,,,,,,,,,,
2023-10-30,168.82957458496094,169.70203248533966,167.42175441803172,167.57047708446643,51131000.0,AAPL,,,,,,,,,,,,,,,
2023-10-31,169.30548095703125,169.43435579022267,166.4600837859852,167.89766069037708,44846000.0,AAPL,,,,,,,,,,,,,,,
2023-11-01,172.47804260253906,172.73580740860803,168.66105397183955,169.5335119738121,56934900.0,AAPL,,,,,,,,,,,,,,,
2023-11-02,176.0471649169922,176.25535548295753,173.95525969593038,174.01474271477764,77334800.0,AAPL,,,,,,,,,,,,,,,
2023-11-03,175.1350555419922,175.3036109461129,171.86336822029236,172.74573503559924,79763700.0,AAPL,,,,,,,,,,,,,,,
2023-11-06,177.69290161132812,177.8911833660216,174.69881232122145,174.86735256910734,63841300.0,AAPL,,,,,,,,,,,,,,,
2023-11-07,180.26071166992188,180.87538968418906,177.4351473327296,177.64333789269085,70530000.0,AAPL,,,,,,,,,,,,,,,
2023-11-08,181.321533203125,181.87672821790486,180.03267898856913,180.78617090399572,49340300.0,AAPL,,,,,,,,,,,,,,,
2023-11-09,180.8456573486328,182.54098393459674,180.2507968912838,181.39094357988108,53763500.0,AAPL,,,,,,,,,,,,,,,
2023-11-10,185.04489135742188,185.2136688107188,182.19576071339824,182.63256439705196,66133400.0,AAPL,,,,,,,,,,,,,,,
2023-11-13,183.45651245117188,184.67756614585693,182.8708053693486,184.46910132249658,43627500.0,AAPL,,,,,,,,,,,,,,,
2023-11-14,186.0773468017578,186.74247420260892,184.9456350058848,186.33545119454976,60108400.0,AAPL,,,,,,,,,,,,,,,
2023-11-15,186.6431884765625,188.12236184083608,186.414864785386,186.4843631662735,53790500.0,AAPL,,,,,,,,,,,,,,,
2023-11-16,188.3308563232422,189.57176909575145,187.2785495679511,188.1918746986356,54412900.0,AAPL,,,,,,,,,,,,,,,
2023-11-17,188.31097412109375,188.99596031021713,187.19912126214516,188.86690055056806,50922700.0,AAPL,,,,,,,,,,,,,,,
2023-11-20,190.0581817626953,190.51484429092645,188.4996033239707,188.50952517211448,46505100.0,AAPL,,,,,,,,,,,,,,,
2023-11-21,189.25405883789062,190.12766614172318,188.36060783923182,190.0184652287441,38134500.0,AAPL,,,,,,,,,,,,,,,
2023-11-22,189.919189453125,191.52740733771327,189.4426832554431,190.09788874466753,39617700.0,AAPL,,,,,,,,,,,,,,,
2023-11-24,188.5889434814453,189.51217522879531,187.87417657801197,189.48239453680722,24048300.0,AAPL,,,,,,,,,,,,,,,
2023-11-27,188.41024780273438,189.28385517880056,187.52671857843467,188.5393075690696,40552600.0,AAPL,,,,,,,,,,,,,,,
2023-11-28,189.0157928466797,189.6908571482296,188.0230628104096,188.40030507150686,38415400.0,AAPL,,,,,,,,,,,,,,,
2023-11-29,187.99330139160156,190.69352857887446,187.5962153955331,189.5121772909601,43014200.0,AAPL,,,,,,,,,,,,,,,
2023-11-30,188.569091796875,188.93641225844013,186.82189215984647,188.45989087281944,48794400.0,AAPL,,,,,,,,,,,,,,,
2023-12-01,189.84970092773438,190.1673666680402,187.85430382511626,188.94631294335792,45679300.0,AAPL,,,,,,,,,,,,,,,
2023-12-04,188.05287170410156,188.6683747194466,186.08727017888344,188.5988763355123,43389500.0,AAPL,,,,,,,,,,,,,,,
2023-12-05,192.01385498046875,192.9867262414063,188.79740398889692,188.82719982806023,66628400.0,AAPL,,,,,,,,,,,,,,,
2023-12-06,190.92185974121094,193.3441084564195,190.71337975554792,193.03636454966008,41089700.0,AAPL,,,,,,,,,,,,,,,
2023-12-07,192.85768127441406,193.5823700079149,192.18261692775607,192.22233461466143,47477700.0,AAPL,,,,,,,,,,,,,,,
2023-12-08,194.28720092773438,194.56516412443645,192.26202318278135,192.78816888710017,53377300.0,AAPL,,,,,,,,,,,,,,,
2023-12-11,191.7755889892578,192.08334803730577,190.0283895071003,191.70610576075973,60943700.0,AAPL,,,,,,,,,,,,,,,
2023-12-12,193.2945098876953,193.30443173677244,190.32624104462562,191.6763547643133,52696900.0,AAPL,,,,,,,,,,,,,,,
2023-12-13,196.52085876464844,196.56056130389416,193.43346752411227,193.67171305530522,70404200.0,AAPL,,,,,,,,,,,,,,,
2023-12-14,196.6697540283203,198.16877097511053,194.733933428728,196.58041195784497,66831600.0,AAPL,,,,,,,,,,,,,,,
2023-12-15,196.13369750976562,196.95765018105735,195.56783406915136,196.09397982207716,128256700.0,AAPL,,,,,,,,,,,,,,,
2023-12-18,194.46591186523438,195.20053764226134,192.97681661429394,194.66445486912104,55751900.0,AAPL,,,,,,,,,,,,,,,
2023-12-19,195.50827026367188,195.5181921115413,194.46590061872467,194.73394198979324,40714100.0,AAPL,,,,,,,,,,,,,,,
2023-12-20,193.4136199951172,196.24289187855894,193.4136199951172,195.46856356116558,52242800.0,AAPL,,,,,,,,,,,,,,,
2023-12-21,193.26467895507812,195.64724016492798,192.09326476649224,194.67436895686498,46482500.0,AAPL,,,,,,,,,,,,,,,
2023-12-22,192.1925506591797,193.98938969071887,191.56712585784612,193.7610508645393,37122800.0,AAPL,,,,,,,,,,,,,,,
2023-12-26,191.64657592773438,192.48046569413555,191.42817406303007,192.2025024386685,28919300.0,AAPL,,,,,,,,,,,,,,,
2023-12-27,191.74581909179688,192.09328069742187,189.7007974418798,191.09062871652011,48087700.0,AAPL,,,,,,,,,,,,,,,
2023-12-28,192.17271423339844,193.24486466881353,191.7656912152772,192.72864072260757,34049900.0,AAPL,,,,,,,,,,,,,,,
2023-12-29,191.1303253173828,192.98672576072192,190.33613820624774,192.4903607097449,42628800.0,AAPL,,,,,,,,,,,,,,,
2024-01-02,184.29042053222656,187.07006792285642,182.55314280656535,185.78943757371047,82488700.0,AAPL,,,,,,,,,,,,,,,
2024-01-03,182.91050720214844,184.5286619910614,182.09646131024977,182.88072651321147,58414500.0,AAPL,,,,,,,,,,,,,,,
2024-01-04,180.58755493164062,181.7589693006513,179.56504403399205,180.82580048582,71983600.0,AAPL,,,,,,,,,,,,,,,
2024-01-05,179.86282348632812,181.4313387856725,178.8601715873943,180.66694755236284,62303300.0,AAPL,,,,,,,,,,,,,,,
2024-01-08,184.21099853515625,184.2507162227342,180.18051667398524,180.76622380895435,59144500.0,AAPL,,,,,,,,,,,,,,,
2024-01-09,183.79405212402344,183.80397397190293,181.40156892129536,182.58292017691045,42841800.0,AAPL,,,,,,,,,,,,,,,
2024-01-10,184.83642578125,185.0448906262594,182.58292413922769,183.00980597306068,46792900.0,AAPL,,,,,,,,,,,,,,,
2024-01-11,184.2407684326172,185.6901609871056,182.2850890001184,185.18385896123664,49128400.0,AAPL,,,,,,,,,,,,,,,
2024-01-12,184.56838989257812,185.38243589635255,183.84370111575322,184.70737150933715,40444700.0,AAPL,,,,,,,,,,,,,,,
2024-01-16,182.2950439453125,182.9204536449405,179.61466039771227,180.83572939974707,65603000.0,AAPL,,,,,,,,,,,,,,,
2024-01-17,181.3519287109375,181.6001112377356,178.98924135636386,179.95219077216925,47317400.0,AAPL,,,,,,,,,,,,,,,
2024-01-18,187.25869750976562,187.76498444511594,184.47904999387188,184.7371543858006,78005800.0,AAPL,,,,,,,,,,,,,,,
2024-01-19,190.16738891601562,190.55455307634924,187.44731794521132,187.95360487861367,68741000.0,AAPL,,,,,,,,,,,,,,,
2024-01-22,192.48043823242188,193.90997199821769,190.86228332421425,190.90200101096366,60133900.0,AAPL,,,,,,,,,,,,,,,
2024-01-23,193.76104736328125,194.3269107729025,192.42087086045922,193.602222064805,42355600.0,AAPL,,,,,,,,,,,,,,,
2024-01-24,193.0860137939453,194.95235131957728,192.9271733347724,193.9993237123997,53631300.0,AAPL,,,,,,,,,,,,,,,
2024-01-25,192.75840759277344,194.84314692565724,191.70611607825748,193.80077725921535,54822100.0,AAPL,,,,,,,,,,,,,,,
2024-01-26,191.0211181640625,193.3441028913112,190.54461197208147,192.85767485186383,44594000.0,AAPL,,,,,,,,,,,,,,,
2024-01-29,190.33615112304688,190.80273551445788,188.20178731814485,190.6141143586287,47145600.0,AAPL,,,,,,,,,,,,,,,
2024-01-30,186.6729736328125,190.40564874926815,186.10712531543376,189.55190020112778,55859400.0,AAPL,,,,,,,,,,,,,,,
2024-01-31,183.05943298339844,185.7398164976455,183.00980859435379,185.6802399646441,55467800.0,AAPL,,,,,,,,,,,,,,,
2024-02-01,185.50155639648438,185.59089847447947,182.48366340616798,182.6524257138898,64885400.0,AAPL,,,,,,,,,,,,,,,
2024-02-02,184.4989013671875,185.96813772334343,177.9468764270477,178.55244241438749,102518000.0,AAPL,,,,,,,,,,,,,,,
2024-02-05,186.3155975341797,187.8741912264236,184.48897759314517,186.78218194218513,69668800.0,AAPL,,,,,,,,,,,,,,,
2024-02-06,187.92381286621094,187.9337347140823,185.4122068995574,185.50154897397763,43490800.0,AAPL,,,,,,,,,,,,,,,
2024-02-07,188.03302001953125,189.66109684812312,187.23883287556598,189.2540738540102,53439000.0,AAPL,,,,,,,,,,,,,,,
2024-02-08,186.95094299316406,188.16205980044833,185.98799356738817,188.0131563419714,40962000.0,AAPL,,,,,,,,,,,,,,,
2024-02-09,187.71632385253906,188.84947973129314,186.87142040616737,187.5175123353768,45155200.0,AAPL,,,,,,,,,,,,,,,
2024-02-12,186.02651977539062,187.53739935899367,185.66868027314752,187.288900125969,41781900.0,AAPL,,,,,,,,,,,,,,,
2024-02-13,183.92918395996094,185.09217370700773,182.4083698811328,184.6548126341336,56529500.0,AAPL,,,,,,,,,,,,,,,
2024-02-14,183.04452514648438,184.41624573755993,181.34479892181088,184.20751487981576,54630500.0,AAPL,,,,,,,,,,,,,,,
2024-02-15,182.7562713623047,183.3824942652778,180.26134459364147,182.44813474883824,65434500.0,AAPL,,,,,,,,,,,,,,,
2024-02-16,181.21554565429688,183.7403059011213,180.57938833891825,182.31888265706775,49701400.0,AAPL,,,,,,,,,,,,,,,
2024-02-20,180.47006225585938,181.33483464555084,178.91942962585208,180.69867728023533,53665600.0,AAPL,,,,,,,,,,,,,,,
2024-02-21,181.22552490234375,181.79209525720324,179.57548638259638,180.8478012209779,41529700.0,AAPL,,,,,,,,,,,,,,,
2024-02-22,183.26318359375,183.84965322779226,181.36466124906403,182.37852705601026,52292200.0,AAPL,,,,,,,,,,,,,,,
2024-02-23,181.42431640625,183.92917764586625,181.13604881484736,183.89935895257477,45119700.0,AAPL,,,,,,,,,,,,,,,
2024-02-26,180.07247924804688,181.66286516303873,179.56553112991756,181.1459977034405,40867400.0,AAPL,,,,,,,,,,,,,,,
2024-02-27,181.5336456298828,182.81589486499632,178.48206808634893,180.01283169575817,54318900.0,AAPL,,,,,,,,,,,,,,,
2024-02-28,180.33090209960938,182.02069366799873,179.04865286943277,181.4143549983027,48953900.0,AAPL,,,,,,,,,,,,,,,
2024-02-29,179.6649169921875,181.47399840204054,178.45223971391368,180.18179956174367,136682600.0,AAPL,,,,,,,,,,,,,,,
2024-03-01,178.58148193359375,179.44625436004063,176.31517027538303,178.47214167082092,73488000.0,AAPL,,,,,,,,,,,,,,,
2024-03-04,174.04885864257812,175.838040881393,172.74670999766127,175.09254322615726,81510100.0,AAPL,,,,,,,,,,,,,,,
2024-03-05,169.09873962402344,171.00721175997333,168.60174119797853,169.73489700267342,95132400.0,AAPL,,,,,,,,,,,,,,,
2024-03-06,168.10475158691406,170.2120353375331,167.6673905223103,170.03310800783655,68587700.0,AAPL,,,,,,,,,,,,,,,
2024-03-07,167.9854736328125,169.70508399774383,167.47854068144582,168.13456709874717,71765100.0,AAPL,,,,,,,,,,,,,,,
2024-03-08,169.705078125,172.6572499858552,167.92583043526673,167.9854678195768,76114600.0,AAPL,,,,,,,,,,,,,,,
2024-03-11,171.7129669189453,173.33318674250597,171.01717211248007,171.9018287593836,60139500.0,AAPL,,,,,,,,,,,,,,,
2024-03-12,172.19007873535156,172.98527928876703,169.9834044040384,172.1105571632911,59825400.0,AAPL,,,,,,,,,,,,,,,
2024-03-13,170.10269165039062,172.1503228051375,169.73490248954016,171.73284593382695,52488700.0,AAPL,,,,,,,,,,,,,,,
2024-03-14,171.96145629882812,173.26358975503445,171.0171623179081,171.87200022180366,72913500.0,AAPL,,,,,,,,,,,,,,,
2024-03-15,171.583740234375,171.583740234375,169.26772563447943,170.14244776104985,121664700.0,AAPL,,,,,,,,,,,,,,,
2024-03-18,172.67713928222656,176.64319229534289,172.4783429395777,174.51603957790343,75604200.0,AAPL,,,,,,,,,,,,,,,
2024-03-19,175.0229949951172,175.54981219600123,171.99130108716793,173.29343474094514,55215200.0,AAPL,,,,,,,,,,,,,,,
2024-03-20,177.597412109375,177.597412109375,174.0389016316341,174.66512448913912,53423100.0,AAPL,,,,,,,,,,,,,,,
2024-03-21,170.3412322998047,176.42450322724187,169.81441519205438,175.98714219427453,106181300.0,AAPL,,,,,,,,,,,,,,,
2024-03-22,171.2457733154297,172.01115512427612,169.03909913099622,170.7288907150358,71106600.0,AAPL,,,,,,,,,,,,,,,
2024-03-25,169.82437133789062,170.90782428626645,168.43276661931924,169.54605342761408,54288300.0,AAPL,,,,,,,,,,,,,,,
2024-03-26,168.69122314453125,170.39094937582044,168.5619986920605,168.97947557636294,57388400.0,AAPL,,,,,,,,,,,,,,,
2024-03-27,172.26959228515625,172.55785986634996,169.08880538680637,169.3870074763491,60273300.0,AAPL,,,,,,,,,,,,,,,
